IdFilm,Titre,Genres
637,Sgt. Bilko (1996),ComÈdie
638,Jack and Sarah (1995),Romance
639,Girl 6 (1996),ComÈdie|Drame
640,Diabolique (1996),Drame|Thriller
645,Nelly & Monsieur Arnaud (1995),Drame
647,Courage Under Fire (1996),Action|Crime|Drame|Guerre
648,Mission: Impossible (1996),Action|Aventure|MystËre|Thriller
649,Cold Fever (√Å k√∂ldum klaka) (1995),ComÈdie|Drame
650,Moll Flanders (1996),Drame
653,Dragonheart (1996),Action|Aventure|Fantaisie
656,Eddie (1996),ComÈdie
661,James and the Giant Peach (1996),Aventure|Animation|Enfants|Fantaisie|Musicale
662,Fear (1996),Thriller
663,Kids in the Hall: Brain Candy (1996),ComÈdie
665,Underground (1995),ComÈdie|Drame|Guerre
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
668,Song of the Little Road (Pather Panchali) (1955),Drame
670,"World of Apu, The (Apur Sansar) (1959)",Drame
671,MystËre Science Theater 3000: The Movie (1996),ComÈdie|Sci-Fi
673,Space Jam (1996),Aventure|Animation|Enfants|ComÈdie|Fantaisie|Sci-Fi
674,Barbarella (1968),Aventure|ComÈdie|Sci-Fi
678,Some Folks Call It a Sling Blade (1993),Drame|Thriller
679,"Run of the Country, The (1995)",Drame
680,"Alphaville (Alphaville, une √©trange aventure de Lemmy Caution) (1965)",Drame|MystËre|Romance|Sci-Fi|Thriller
685,It's My Party (1996),Drame
688,Operation Dumbo Drop (1995),Action|Aventure|ComÈdie|Guerre
691,Mrs. Winterbourne (1996),ComÈdie|Romance
692,Solo (1996),Action|Sci-Fi|Thriller
694,"Substitute, The (1996)",Action|Crime|Drame
695,True Crime (1996),MystËre|Thriller
697,Feeling Minnesota (1996),Drame|Romance
698,Delta of Venus (1995),Drame
700,Angus (1995),ComÈdie
703,Boys (1996),Drame
704,"Quest, The (1996)",Action|Aventure
706,Sunset Park (1996),Drame
707,Mulholland Falls (1996),Crime|Drame|Thriller
708,"Truth About Cats & Dogs, The (1996)",ComÈdie|Romance
709,Oliver & Company (1988),Aventure|Animation|Enfants|ComÈdie|Musicale
710,Celtic Pride (1996),ComÈdie
711,Flipper (1996),Aventure|Enfants
714,Dead Man (1995),Drame|MystËre|Occidentale
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drame|Romance
718,"Visitors, The (Visiteurs, Les) (1993)",ComÈdie|Fantaisie|Sci-Fi
719,Multiplicity (1996),ComÈdie
720,Wallace & Gromit: The Best of Aardman Animation (1996),Aventure|Animation|ComÈdie
722,"Haunted World of EdGuerred D. Wood Jr., The (1996)",Documentaire
724,"Craft, The (1996)",Drame|Fantaisie|Horreur|Thriller
725,"Great White Hype, The (1996)",ComÈdie
726,Last Dance (1996),Drame
728,Cold Comfort Farm (1995),ComÈdie
731,Heaven's Prisoners (1996),Crime|Thriller
733,"Rock, The (1996)",Action|Aventure|Thriller
735,Cemetery Man (Dellamorte Dellamore) (1994),Horreur
736,Twister (1996),Action|Aventure|Romance|Thriller
737,Barb Wire (1996),Action|Sci-Fi
741,Ghost in the Shell (K√¥kaku kid√¥tai) (1995),Animation|Sci-Fi
742,Thinner (1996),Horreur|Thriller
743,Spy Hard (1996),ComÈdie
745,Wallace & Gromit: A Close Shave (1995),Animation|Enfants|ComÈdie
747,"Stupids, The (1996)",ComÈdie
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),ComÈdie|Guerre
757,Ashes of Time (Dung che sai duk) (1994),Drame
759,Maya Lin: A Strong Clear Vision (1994),Documentaire
760,Stalingrad (1993),Drame|Guerre
761,"Phantom, The (1996)",Action|Aventure
762,Striptease (1996),ComÈdie|Crime
764,Heavy (1995),Drame|Romance
765,Jack (1996),ComÈdie|Drame
766,I Shot Andy Guerrehol (1996),Drame
773,Touki Bouki (1973),Drame
775,Spirits of the Dead (1968),Horreur|MystËre
778,Trainspotting (1996),ComÈdie|Crime|Drame
779,'Til There Was You (1997),Drame|Romance
780,Independence Day (a.k.a. ID4) (1996),Action|Aventure|Sci-Fi|Thriller
781,Stealing Beauty (1996),Drame
782,"Fan, The (1996)",Drame|Thriller
783,"Hunchback of Notre Dame, The (1996)",Animation|Enfants|Drame|Musicale|Romance
784,"Cable Guy, The (1996)",ComÈdie|Thriller
785,Kingpin (1996),ComÈdie
786,Eraser (1996),Action|Drame|Thriller
788,"Nutty Professor, The (1996)",ComÈdie|Fantaisie|Romance|Sci-Fi
790,"Unforgettable Summer, An (Un √©t√© inoubliable) (1994)",Drame
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentaire
795,Somebody to Love (1994),Drame
798,Daylight (1996),Action|Aventure|Drame|Thriller
799,"Frighteners, The (1996)",ComÈdie|Horreur|Thriller
800,Lone Star (1996),Drame|MystËre|Occidentale
801,Harriet the Spy (1996),Enfants|ComÈdie
802,Phenomenon (1996),Drame|Romance
803,Walking and Talking (1996),ComÈdie|Drame|Romance
804,She's the One (1996),ComÈdie|Romance
805,"Time to Kill, A (1996)",Drame|Thriller
806,American Buffalo (1996),Crime|Drame
808,Alaska (1996),Aventure|Enfants
809,Fled (1996),Action|Aventure
810,Kazaam (1996),Enfants|ComÈdie|Fantaisie
813,Larger Than Life (1996),ComÈdie
818,"Very Brady Sequel, A (1996)",ComÈdie
823,"Collector, The (La collectionneuse) (1967)",Drame
824,Kaspar Hauser (1993),Drame|MystËre
828,"Aventures of Pinocchio, The (1996)",Aventure|Enfants
829,Joe's Apartment (1996),ComÈdie|Fantaisie|Musicale
830,"First Wives Club, The (1996)",ComÈdie
832,Ransom (1996),Crime|Thriller
833,High School High (1996),ComÈdie
835,Foxfire (1996),Drame
836,Chain Reaction (1996),Action|Aventure|Thriller
837,Matilda (1996),Enfants|ComÈdie|Fantaisie
838,Emma (1996),ComÈdie|Drame|Romance
839,"Crow: City of Angels, The (1996)",Action|Thriller
840,House Arrest (1996),Enfants|ComÈdie
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horreur
842,Tales from the Crypt Presents: Bordello of Blood (1996),ComÈdie|Horreur
848,"Spitfire Grill, The (1996)",Drame
849,Escape from L.A. (1996),Action|Aventure|Sci-Fi|Thriller
851,Basquiat (1996),Drame
852,Tin Cup (1996),ComÈdie|Drame|Romance
858,"Godfather, The (1972)",Crime|Drame
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|ComÈdie|Crime|Thriller
866,Bound (1996),Crime|Drame|Romance|Thriller
867,Carpool (1996),ComÈdie|Crime
869,Kansas City (1996),Crime|Drame|Musicale|Thriller
870,Gone Fishin' (1997),ComÈdie
875,Nothing to Lose (1994),Action|Crime|Drame
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|ComÈdie|Crime|Thriller
879,"Relic, The (1997)",Horreur|Thriller
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
881,First Kid (1996),Enfants|ComÈdie
882,"Trigger Effect, The (1996)",Drame|Thriller
885,Bogus (1996),Enfants|Drame|Fantaisie
886,Bulletproof (1996),Action|ComÈdie|Crime
888,Land Before Time III: The Time of the Great Giving (1995),Aventure|Animation|Enfants|Musicale
889,1-900 (06) (1994),Drame|Romance
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horreur|Thriller
892,Twelfth Night (1996),ComÈdie|Drame|Romance
893,Mother Night (1996),Drame
896,Wild Reeds (Les roseaux sauvages) (1994),Drame
897,For Whom the Bell Tolls (1943),Aventure|Drame|Romance|Guerre
898,"Philadelphia Story, The (1940)",ComÈdie|Drame|Romance
899,Singin' in the Rain (1952),ComÈdie|Musicale|Romance
900,"American in Paris, An (1951)",Musicale|Romance
901,Funny Face (1957),ComÈdie|Musicale
902,Breakfast at Tiffany's (1961),Drame|Romance
903,Vertigo (1958),Drame|MystËre|Romance|Thriller
904,Rear Window (1954),MystËre|Thriller
905,It Happened One Night (1934),ComÈdie|Romance
906,Gaslight (1944),Drame|Thriller
907,"Gay Divorcee, The (1934)",ComÈdie|Musicale|Romance
908,North by Northwest (1959),Action|Aventure|MystËre|Romance|Thriller
909,"Apartment, The (1960)",ComÈdie|Drame|Romance
910,Some Like It Hot (1959),ComÈdie|Crime
911,Charade (1963),ComÈdie|Crime|MystËre|Romance|Thriller
912,Casablanca (1942),Drame|Romance
913,"Maltese Falcon, The (1941)",Film-Noir|MystËre
914,My Fair Lady (1964),ComÈdie|Drame|Musicale|Romance
915,Sabrina (1954),ComÈdie|Romance
916,Roman Holiday (1953),ComÈdie|Drame|Romance
917,"Little Princess, The (1939)",Enfants|Drame
918,Meet Me in St. Louis (1944),Musicale
919,"Wizard of Oz, The (1939)",Aventure|Enfants|Fantaisie|Musicale
920,Gone with the Wind (1939),Drame|Romance|Guerre
921,My Favorite Year (1982),ComÈdie
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drame|Film-Noir|Romance
923,Citizen Kane (1941),Drame|MystËre
924,2001: A Space Odyssey (1968),Aventure|Drame|Sci-Fi
926,All About Eve (1950),Drame
927,"Women, The (1939)",ComÈdie
928,Rebecca (1940),Drame|MystËre|Romance|Thriller
929,Foreign Correspondent (1940),Drame|Film-Noir|MystËre|Thriller
930,Notorious (1946),Film-Noir|Romance|Thriller
931,Spellbound (1945),MystËre|Romance|Thriller
932,"Affair to Remember, An (1957)",Drame|Romance
933,To Catch a Thief (1955),Crime|MystËre|Romance|Thriller
934,Father of the Bride (1950),ComÈdie
935,"Band Wagon, The (1953)",ComÈdie|Musicale
936,Ninotchka (1939),ComÈdie|Romance
937,Love in the Afternoon (1957),ComÈdie|Romance
938,Gigi (1958),Musicale
940,"Aventures of Robin Hood, The (1938)",Action|Aventure|Romance
941,"Mark of Zorro, The (1940)",Aventure
942,Laura (1944),Crime|Film-Noir|MystËre
943,"Ghost and Mrs. Muir, The (1947)",Drame|Fantaisie|Romance
944,Lost Horizon (1937),Drame
945,Top Hat (1935),ComÈdie|Musicale|Romance
946,To Be or Not to Be (1942),ComÈdie|Drame|Guerre
947,My Man Godfrey (1936),ComÈdie|Romance
948,Giant (1956),Drame|Romance|Occidentale
949,East of Eden (1955),Drame
950,"Thin Man, The (1934)",ComÈdie|Crime
951,His Girl Friday (1940),ComÈdie|Romance
952,Around the World in 80 Days (1956),Aventure|ComÈdie
953,It's a Wonderful Life (1946),Enfants|Drame|Fantaisie|Romance
954,Mr. Smith Goes to Washington (1939),Drame
955,Bringing Up Baby (1938),ComÈdie|Romance
956,Penny Serenade (1941),Drame|Romance
959,Of Human Bondage (1934),Drame
961,Little Lord Fauntleroy (1936),Drame
963,"Inspector General, The (1949)",Musicale
965,"39 Steps, The (1935)",Drame|MystËre|Thriller
968,Night of the Living Dead (1968),Horreur|Sci-Fi|Thriller
969,"African Queen, The (1951)",Aventure|ComÈdie|Romance|Guerre
970,Beat the Devil (1953),Aventure|ComÈdie|Crime|Drame|Romance
971,Cat on a Hot Tin Roof (1958),Drame
973,Meet John Doe (1941),ComÈdie|Drame
976,"Farewell to Arms, A (1932)",Romance|Guerre
979,Nothing Personal (1995),Drame|Guerre
981,Dangerous Ground (1997),Drame
982,Picnic (1955),Drame
984,"Pompatus of Love, The (1996)",ComÈdie|Drame
986,Fly Away Home (1996),Aventure|Enfants
987,Bliss (1997),Drame|Romance
988,Grace of My Heart (1996),ComÈdie|Drame
990,Maximum Risk (1996),Action|Aventure|Thriller
991,Michael Collins (1996),Drame
993,Infinity (1996),Drame
994,Big Night (1996),ComÈdie|Drame
996,Last Man Standing (1996),Action|Crime|Drame|Thriller
998,Set It Off (1996),Action|Crime
999,2 Days in the Valley (1996),Crime|Film-Noir
1003,Extreme Measures (1996),Drame|Thriller
1004,"Glimmer Man, The (1996)",Action|Thriller
1005,D3: The Mighty Ducks (1996),Enfants|ComÈdie
1006,"Chamber, The (1996)",Drame
1007,"Apple Dumpling Gang, The (1975)",Enfants|ComÈdie|Occidentale
1008,"Davy Crockett, King of the Wild Frontier (1955)",Aventure|Occidentale
1009,Escape to Witch Mountain (1975),Aventure|Enfants|Fantaisie
1010,"Love Bug, The (1969)",Enfants|ComÈdie
1011,Herbie Rides Again (1974),Enfants|ComÈdie|Fantaisie|Romance
1012,Old Yeller (1957),Enfants|Drame
1013,"Parent Trap, The (1961)",Enfants|ComÈdie|Romance
1014,Pollyanna (1960),Enfants|ComÈdie|Drame
1015,HomeGuerred Bound: The Incredible Journey (1993),Aventure|Enfants|Drame
1016,"Shaggy Dog, The (1959)",Enfants|ComÈdie
1017,Swiss Family Robinson (1960),Aventure|Enfants
1018,That Darn Cat! (1965),Enfants|ComÈdie|MystËre
1019,"20,000 Leagues Under the Sea (1954)",Aventure|Drame|Sci-Fi
1020,Cool Runnings (1993),ComÈdie
1021,Angels in the Outfield (1994),Enfants|ComÈdie
1022,Cinderella (1950),Animation|Enfants|Fantaisie|Musicale|Romance
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Enfants|Musicale
1024,"Three Caballeros, The (1945)",Animation|Enfants|Musicale
1025,"Sword in the Stone, The (1963)",Animation|Enfants|Fantaisie|Musicale
1027,Robin Hood: Prince of Thieves (1991),Aventure|Drame
1028,Mary Poppins (1964),Enfants|ComÈdie|Fantaisie|Musicale
1029,Dumbo (1941),Animation|Enfants|Drame|Musicale
1030,Pete's Dragon (1977),Aventure|Animation|Enfants|Musicale
1031,Bedknobs and Broomsticks (1971),Aventure|Enfants|Musicale
1032,Alice in Wonderland (1951),Aventure|Animation|Enfants|Fantaisie|Musicale
1033,"Fox and the Hound, The (1981)",Animation|Enfants|Drame
1034,Freeway (1996),ComÈdie|Crime|Drame|Thriller
1035,"Sound of Music, The (1965)",Musicale|Romance
1036,Die Hard (1988),Action|Crime|Thriller
1037,"Lawnmower Man, The (1992)",Action|Horreur|Sci-Fi|Thriller
1040,"Secret Agent, The (1996)",Drame
1041,Secrets & Lies (1996),Drame
1042,That Thing You Do! (1996),ComÈdie|Drame
1043,To Gillian on Her 37th Birthday (1996),Drame|Romance
1046,Beautiful Thing (1996),Drame|Romance
1047,"Long Kiss Goodnight, The (1996)",Action|Drame|Thriller
1049,"Ghost and the Darkness, The (1996)",Action|Aventure
1050,Looking for Richard (1996),Documentaire|Drame
1051,Trees Lounge (1996),Drame
1053,Normal Life (1996),Crime|Drame|Romance
1054,Get on the Bus (1996),Drame
1055,Shadow Conspiracy (1997),Thriller
1056,Jude (1996),Drame
1057,Everyone Says I Love You (1996),ComÈdie|Musicale|Romance
1059,William Shakespeare's Romeo + Juliet (1996),Drame|Romance
1060,Swingers (1996),ComÈdie|Drame
1061,Sleepers (1996),Thriller
1064,Aladdin and the King of Thieves (1996),Animation|Enfants|ComÈdie|Fantaisie|Musicale|Romance
1066,Shall We Dance (1937),ComÈdie|Musicale|Romance
1068,Crossfire (1947),Crime|Film-Noir
1073,Willy Wonka & the Chocolate Factory (1971),Enfants|ComÈdie|Fantaisie|Musicale
1076,"Innocents, The (1961)",Drame|Horreur|Thriller
1077,Sleeper (1973),ComÈdie|Sci-Fi
1078,Bananas (1971),ComÈdie|Guerre
1079,"Fish Called Wanda, A (1988)",ComÈdie|Crime
1080,Monty Python's Life of Brian (1979),ComÈdie
1081,Victor/Victoria (1982),ComÈdie|Musicale|Romance
1082,"Candidate, The (1972)",Drame
1083,"Great Race, The (1965)",ComÈdie|Musicale
1084,Bonnie and Clyde (1967),Crime|Drame
1085,"Old Man and the Sea, The (1958)",Aventure|Drame
1086,Dial M for Murder (1954),Crime|MystËre|Thriller
1088,Dirty Dancing (1987),Drame|Musicale|Romance
1089,Reservoir Dogs (1992),Crime|MystËre|Thriller
1090,Platoon (1986),Drame|Guerre
1091,Weekend at Bernie's (1989),ComÈdie
1092,Basic Instinct (1992),Crime|MystËre|Thriller
1093,"Doors, The (1991)",Drame
1094,"Crying Game, The (1992)",Drame|Romance|Thriller
1095,Glengarry Glen Ross (1992),Drame
1096,Sophie's Choice (1982),Drame
1097,E.T. the Extra-Terrestrial (1982),Enfants|Drame|Sci-Fi
1099,"Christmas Carol, A (1938)",Enfants|Drame|Fantaisie
1100,Days of Thunder (1990),Action|Drame|Romance
1101,Top Gun (1986),Action|Romance
1103,Rebel Without a Cause (1955),Drame
1104,"Streetcar Named Desire, A (1951)",Drame
1105,Enfants of the Corn IV: The Gathering (1996),Horreur
1107,Loser (1991),ComÈdie
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentaire
1112,Palookaville (1996),Action|ComÈdie|Drame
1114,"Funeral, The (1996)",Crime|Drame
1116,"Single Girl, A (Fille seule, La) (1995)",Drame
1117,"Eighth Day, The (Huiti√®me jour, Le) (1996)",Drame
1119,Drunks (1995),Drame
1120,"People vs. Larry Flynt, The (1996)",ComÈdie|Drame
1121,Glory Daze (1995),Drame
1123,"Perfect Candidate, A (1996)",Documentaire
1124,On Golden Pond (1981),Drame
1125,"Return of the Pink Panther, The (1975)",ComÈdie|Crime
1126,Drop Dead Fred (1991),ComÈdie|Fantaisie
1127,"Abyss, The (1989)",Action|Aventure|Sci-Fi|Thriller
1128,"Fog, The (1980)",Horreur
1129,Escape from New York (1981),Action|Aventure|Sci-Fi|Thriller
1130,"Howling, The (1980)",Horreur|MystËre
1131,Jean de Florette (1986),Drame|MystËre
1132,Manon of the Spring (Manon des sources) (1986),Drame
1135,Private Benjamin (1980),ComÈdie
1136,Monty Python and the Holy Grail (1975),Aventure|ComÈdie|Fantaisie
1137,Hustler White (1996),Romance
1140,Entertaining Angels: The Dorothy Day Story (1996),Drame
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentaire
1147,When We Were Kings (1996),Documentaire
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Enfants|ComÈdie|Crime
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drame
1151,Lesson Faust (1994),Animation|ComÈdie|Drame|Fantaisie
1156,"Enfants Are Watching Us, The (Bambini ci guardano, I) (1944)",Drame
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drame|Guerre
1162,"Ruling Class, The (1972)",ComÈdie|Drame
1163,Mina Tannenbaum (1994),Drame
1167,Dear God (1996),ComÈdie
1170,Best of the Best 3: No Turning Back (1995),Action
1171,Bob Roberts (1992),ComÈdie
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drame
1173,"Cook the Thief His Wife & Her Lover, The (1989)",ComÈdie|Drame
1175,Delicatessen (1991),ComÈdie|Drame|Romance
1176,"Double Life of Veronique, The (Double Vie de V√©ronique, La) (1991)",Drame|Fantaisie|Romance
1177,Enchanted April (1992),Drame|Romance
1178,Paths of Glory (1957),Drame|Guerre
1179,"Grifters, The (1990)",Crime|Drame|Film-Noir
1180,Hear My Song (1991),ComÈdie
1183,"English Patient, The (1996)",Drame|Romance|Guerre
1184,Mediterraneo (1991),ComÈdie|Drame
1185,My Left Foot (1989),Drame
1186,"Sex, Lies, and Videotape (1989)",Drame
1187,Passion Fish (1992),Drame
1188,Strictly Ballroom (1992),ComÈdie|Romance
1189,"Thin Blue Line, The (1988)",Documentaire
1190,Tie Me Up! Tie Me Down! (¬°√Åtame!) (1990),Crime|Drame|Romance
1191,Madonna: Truth or Dare (1991),Documentaire|Musicale
1192,Paris Is Burning (1990),Documentaire
1193,One Flew Over the Cuckoo's Nest (1975),Drame
1194,Cheech and Chong's Up in Smoke (1978),ComÈdie
1196,Star Guerres: Episode V - The Empire Strikes Back (1980),Action|Aventure|Sci-Fi
1197,"Princess Bride, The (1987)",Action|Aventure|ComÈdie|Fantaisie|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Aventure
1199,Brazil (1985),Fantaisie|Sci-Fi
1200,Aliens (1986),Action|Aventure|Horreur|Sci-Fi
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Aventure|Occidentale
1202,Withnail & I (1987),ComÈdie
1203,12 Angry Men (1957),Drame
1204,Lawrence of Arabia (1962),Aventure|Drame|Guerre
1206,"Clockwork Orange, A (1971)",Crime|Drame|Sci-Fi|Thriller
1207,To Kill a Mockingbird (1962),Drame
1208,Apocalypse Now (1979),Action|Drame|Guerre
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drame|Occidentale
1210,Star Guerres: Episode VI - Return of the Jedi (1983),Action|Aventure|Sci-Fi
1211,"Wings of Desire (Himmel √ºber Berlin, Der) (1987)",Drame|Fantaisie|Romance
1212,"Third Man, The (1949)",Film-Noir|MystËre|Thriller
1213,Goodfellas (1990),Crime|Drame
1214,Alien (1979),Horreur|Sci-Fi
1215,Army of Darkness (1993),Action|Aventure|ComÈdie|Fantaisie|Horreur
1216,"Big Blue, The (Grand bleu, Le) (1988)",Aventure|Drame|Romance
1217,Ran (1985),Drame|Guerre
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drame|Thriller
1219,Psycho (1960),Crime|Horreur
1220,"Blues Brothers, The (1980)",Action|ComÈdie|Musicale
1221,"Godfather: Part II, The (1974)",Crime|Drame
1222,Full Metal Jacket (1987),Drame|Guerre
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Aventure|Animation|Enfants|ComÈdie|Sci-Fi
1224,Henry V (1989),Action|Drame|Romance|Guerre
1225,Amadeus (1984),Drame
1226,"Quiet Man, The (1952)",Drame|Romance
1227,Once Upon a Time in America (1984),Crime|Drame
1228,Raging Bull (1980),Drame
1230,Annie Hall (1977),ComÈdie|Romance
1231,"Right Stuff, The (1983)",Drame
1232,Stalker (1979),Drame|MystËre|Sci-Fi
1233,"Boot, Das (Boat, The) (1981)",Action|Drame|Guerre
1234,"Sting, The (1973)",ComÈdie|Crime
1235,Harold and Maude (1971),ComÈdie|Drame|Romance
1236,Trust (1990),ComÈdie|Drame|Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drame
1238,Local Hero (1983),ComÈdie
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
